State,Year,Quarter,Type,Name,Registered_users
madhya-pradesh,2020,3,District,dhar,346394
madhya-pradesh,2020,3,District,rewa,343897
madhya-pradesh,2020,3,District,chhindwara,336306
madhya-pradesh,2020,3,District,satna,311884
madhya-pradesh,2020,4,District,indore,1645564
madhya-pradesh,2020,4,District,bhopal,1249343
madhya-pradesh,2020,4,District,gwalior,652985
madhya-pradesh,2020,4,District,jabalpur,604034
madhya-pradesh,2020,4,District,ujjain,475637
madhya-pradesh,2020,4,District,sagar,402006
madhya-pradesh,2020,4,District,dhar,382523
madhya-pradesh,2020,4,District,rewa,374099
madhya-pradesh,2020,4,District,chhindwara,370027
madhya-pradesh,2020,4,District,satna,340632
madhya-pradesh,2021,1,District,indore,1769869
madhya-pradesh,2021,1,District,bhopal,1340741
madhya-pradesh,2021,1,District,gwalior,703232
madhya-pradesh,2021,1,District,jabalpur,650087
madhya-pradesh,2021,1,District,ujjain,513868
madhya-pradesh,2021,1,District,sagar,432938
madhya-pradesh,2021,1,District,dhar,415117
madhya-pradesh,2021,1,District,rewa,403013
madhya-pradesh,2021,1,District,chhindwara,399276
madhya-pradesh,2021,1,District,satna,368299
madhya-pradesh,2021,2,District,indore,1892259
madhya-pradesh,2021,2,District,bhopal,1431127
madhya-pradesh,2021,2,District,gwalior,753172
madhya-pradesh,2021,2,District,jabalpur,695130
madhya-pradesh,2021,2,District,ujjain,552204
madhya-pradesh,2021,2,District,sagar,464791
madhya-pradesh,2021,2,District,dhar,447074
madhya-pradesh,2021,2,District,rewa,432682
madhya-pradesh,2021,2,District,chhindwara,428800
madhya-pradesh,2021,2,District,satna,395440
madhya-pradesh,2021,3,District,indore,2028266
madhya-pradesh,2021,3,District,bhopal,1531544
madhya-pradesh,2021,3,District,gwalior,809887
madhya-pradesh,2021,3,District,jabalpur,745631
madhya-pradesh,2021,3,District,ujjain,596195
madhya-pradesh,2021,3,District,sagar,501819
madhya-pradesh,2021,3,District,dhar,483901
madhya-pradesh,2021,3,District,rewa,466895
madhya-pradesh,2021,3,District,chhindwara,462834
madhya-pradesh,2021,3,District,satna,426929
madhya-pradesh,2021,4,District,indore,2164101
madhya-pradesh,2021,4,District,bhopal,1633266
madhya-pradesh,2021,4,District,gwalior,866561
madhya-pradesh,2021,4,District,jabalpur,796148
madhya-pradesh,2021,4,District,ujjain,639197
madhya-pradesh,2021,4,District,sagar,538447
madhya-pradesh,2021,4,District,dhar,519970
madhya-pradesh,2021,4,District,rewa,500513
madhya-pradesh,2021,4,District,chhindwara,495990
madhya-pradesh,2021,4,District,satna,457858
madhya-pradesh,2022,1,District,indore,2291709
madhya-pradesh,2022,1,District,bhopal,1729248
madhya-pradesh,2022,1,District,gwalior,919789
madhya-pradesh,2022,1,District,jabalpur,844191
madhya-pradesh,2022,1,District,ujjain,680599
madhya-pradesh,2022,1,District,sagar,573791
madhya-pradesh,2022,1,District,dhar,554545
madhya-pradesh,2022,1,District,rewa,533627
madhya-pradesh,2022,1,District,chhindwara,528140
madhya-pradesh,2022,1,District,satna,488378
madhya-pradesh,2022,2,District,indore,2412576
madhya-pradesh,2022,2,District,bhopal,1820625
madhya-pradesh,2022,2,District,gwalior,970340
madhya-pradesh,2022,2,District,jabalpur,889518
madhya-pradesh,2022,2,District,ujjain,719339
madhya-pradesh,2022,2,District,sagar,605733
madhya-pradesh,2022,2,District,dhar,586670
madhya-pradesh,2022,2,District,rewa,564327
madhya-pradesh,2022,2,District,chhindwara,557958
madhya-pradesh,2022,2,District,satna,516107
madhya-pradesh,2022,3,District,indore,2537328
madhya-pradesh,2022,3,District,bhopal,1915532
madhya-pradesh,2022,3,District,gwalior,1022539
madhya-pradesh,2022,3,District,jabalpur,935649
madhya-pradesh,2022,3,District,ujjain,758373
madhya-pradesh,2022,3,District,sagar,638100
madhya-pradesh,2022,3,District,dhar,618777
madhya-pradesh,2022,3,District,rewa,594588
madhya-pradesh,2022,3,District,chhindwara,587412
madhya-pradesh,2022,3,District,satna,544011
madhya-pradesh,2022,4,District,indore,2660518
madhya-pradesh,2022,4,District,bhopal,2009655
madhya-pradesh,2022,4,District,gwalior,1073648
madhya-pradesh,2022,4,District,jabalpur,980428
madhya-pradesh,2022,4,District,ujjain,794711
madhya-pradesh,2022,4,District,sagar,667526
madhya-pradesh,2022,4,District,dhar,648535
madhya-pradesh,2022,4,District,rewa,622122
madhya-pradesh,2022,4,District,chhindwara,613456
madhya-pradesh,2022,4,District,satna,569320
madhya-pradesh,2023,1,District,indore,2780295
madhya-pradesh,2023,1,District,bhopal,2101098
madhya-pradesh,2023,1,District,gwalior,1123707
madhya-pradesh,2023,1,District,jabalpur,1025803
madhya-pradesh,2023,1,District,ujjain,832451
madhya-pradesh,2023,1,District,sagar,699722
madhya-pradesh,2023,1,District,dhar,679569
madhya-pradesh,2023,1,District,rewa,651354
madhya-pradesh,2023,1,District,chhindwara,642022
madhya-pradesh,2023,1,District,satna,596769
madhya-pradesh,2023,2,District,indore,2883610
madhya-pradesh,2023,2,District,bhopal,2179557
madhya-pradesh,2023,2,District,gwalior,1168513
madhya-pradesh,2023,2,District,jabalpur,1065846
madhya-pradesh,2023,2,District,ujjain,868546
madhya-pradesh,2023,2,District,sagar,730094
madhya-pradesh,2023,2,District,dhar,710181
madhya-pradesh,2023,2,District,rewa,680100
madhya-pradesh,2023,2,District,chhindwara,670155
madhya-pradesh,2023,2,District,satna,623076
madhya-pradesh,2023,3,District,indore,2996261
madhya-pradesh,2023,3,District,bhopal,2265685
madhya-pradesh,2023,3,District,gwalior,1215484
madhya-pradesh,2023,3,District,jabalpur,1108465
madhya-pradesh,2023,3,District,ujjain,905474
madhya-pradesh,2023,3,District,sagar,761623
madhya-pradesh,2023,3,District,dhar,740878
madhya-pradesh,2023,3,District,rewa,708385
madhya-pradesh,2023,3,District,chhindwara,698604
madhya-pradesh,2023,3,District,satna,649398
madhya-pradesh,2023,4,District,indore,3098089
madhya-pradesh,2023,4,District,bhopal,2344171
madhya-pradesh,2023,4,District,gwalior,1257720
madhya-pradesh,2023,4,District,jabalpur,1147811
madhya-pradesh,2023,4,District,ujjain,938748
madhya-pradesh,2023,4,District,sagar,790240
madhya-pradesh,2023,4,District,dhar,768839
madhya-pradesh,2023,4,District,rewa,734299
madhya-pradesh,2023,4,District,chhindwara,724870
madhya-pradesh,2023,4,District,satna,673980
madhya-pradesh,2024,1,District,indore,3217251
madhya-pradesh,2024,1,District,bhopal,2436143
madhya-pradesh,2024,1,District,gwalior,1307564
madhya-pradesh,2024,1,District,jabalpur,1193636
madhya-pradesh,2024,1,District,ujjain,978177
madhya-pradesh,2024,1,District,sagar,824727
madhya-pradesh,2024,1,District,dhar,802038
madhya-pradesh,2024,1,District,rewa,764984
madhya-pradesh,2024,1,District,chhindwara,756689
madhya-pradesh,2024,1,District,satna,703168
madhya-pradesh,2024,2,District,indore,3336262
madhya-pradesh,2024,2,District,bhopal,2528021
madhya-pradesh,2024,2,District,gwalior,1355896
madhya-pradesh,2024,2,District,jabalpur,1239008
madhya-pradesh,2024,2,District,ujjain,1015587
madhya-pradesh,2024,2,District,sagar,856655
madhya-pradesh,2024,2,District,dhar,833099
madhya-pradesh,2024,2,District,rewa,794199
madhya-pradesh,2024,2,District,chhindwara,785786
madhya-pradesh,2024,2,District,satna,730055
madhya-pradesh,2024,3,District,indore,3457022
madhya-pradesh,2024,3,District,bhopal,2456267
madhya-pradesh,2024,3,District,gwalior,1370838
madhya-pradesh,2024,3,District,jabalpur,1280233
madhya-pradesh,2024,3,District,ujjain,1086484
madhya-pradesh,2024,3,District,dhar,937167
madhya-pradesh,2024,3,District,sagar,912167
madhya-pradesh,2024,3,District,dewas,710884
madhya-pradesh,2024,3,District,chhindwara,702158
madhya-pradesh,2024,3,District,ratlam,683793
madhya-pradesh,2024,4,District,indore,3561408
madhya-pradesh,2024,4,District,bhopal,2532916
madhya-pradesh,2024,4,District,gwalior,1415249
madhya-pradesh,2024,4,District,jabalpur,1322938
madhya-pradesh,2024,4,District,ujjain,1122016
madhya-pradesh,2024,4,District,dhar,967815
madhya-pradesh,2024,4,District,sagar,944144
madhya-pradesh,2024,4,District,dewas,732757
madhya-pradesh,2024,4,District,chhindwara,728140
madhya-pradesh,2024,4,District,ratlam,706494
maharashtra,2018,1,District,pune,1211643
maharashtra,2018,1,District,mumbai suburban,719300
maharashtra,2018,1,District,thane,631864
maharashtra,2018,1,District,nashik,321402
maharashtra,2018,1,District,nagpur,280007
maharashtra,2018,1,District,aurangabad,266324
maharashtra,2018,1,District,mumbai,233538
maharashtra,2018,1,District,ahmednagar,197473
maharashtra,2018,1,District,solapur,190033
maharashtra,2018,1,District,raigad,173015
maharashtra,2018,2,District,pune,1592293
maharashtra,2018,2,District,mumbai suburban,957633
maharashtra,2018,2,District,thane,861292
maharashtra,2018,2,District,nashik,436668
maharashtra,2018,2,District,nagpur,380425
maharashtra,2018,2,District,aurangabad,347838
maharashtra,2018,2,District,mumbai,319588
maharashtra,2018,2,District,ahmednagar,268520
maharashtra,2018,2,District,solapur,259084
maharashtra,2018,2,District,palghar,239053
maharashtra,2018,3,District,pune,1974138
maharashtra,2018,3,District,mumbai suburban,1218632
maharashtra,2018,3,District,thane,1104206
maharashtra,2018,3,District,nashik,552556
maharashtra,2018,3,District,nagpur,487280
maharashtra,2018,3,District,aurangabad,428394
maharashtra,2018,3,District,mumbai,410878
maharashtra,2018,3,District,ahmednagar,344804
maharashtra,2018,3,District,solapur,331428
maharashtra,2018,3,District,palghar,312322
maharashtra,2018,4,District,pune,2498852
maharashtra,2018,4,District,mumbai suburban,1578487
maharashtra,2018,4,District,thane,1473811
maharashtra,2018,4,District,nashik,698343
maharashtra,2018,4,District,nagpur,627317
maharashtra,2018,4,District,mumbai,543353
maharashtra,2018,4,District,aurangabad,534477
maharashtra,2018,4,District,ahmednagar,439246
maharashtra,2018,4,District,solapur,419060
maharashtra,2018,4,District,palghar,414825
maharashtra,2019,1,District,pune,3038402
maharashtra,2019,1,District,mumbai suburban,1901210
maharashtra,2019,1,District,thane,1834051
maharashtra,2019,1,District,nashik,853648
maharashtra,2019,1,District,nagpur,765612
maharashtra,2019,1,District,mumbai,670094
maharashtra,2019,1,District,aurangabad,644687
maharashtra,2019,1,District,ahmednagar,532651
maharashtra,2019,1,District,palghar,521918
maharashtra,2019,1,District,raigad,509108
maharashtra,2019,2,District,pune,3514081
maharashtra,2019,2,District,mumbai suburban,2151657
maharashtra,2019,2,District,thane,2118406
maharashtra,2019,2,District,nashik,995687
maharashtra,2019,2,District,nagpur,887042
maharashtra,2019,2,District,mumbai,785480
maharashtra,2019,2,District,aurangabad,736863
maharashtra,2019,2,District,ahmednagar,614812
maharashtra,2019,2,District,palghar,608184
maharashtra,2019,2,District,raigad,594675
maharashtra,2019,3,District,pune,4004991
maharashtra,2019,3,District,mumbai suburban,2407754
maharashtra,2019,3,District,thane,2396815
maharashtra,2019,3,District,nashik,1155897
maharashtra,2019,3,District,nagpur,1015333
maharashtra,2019,3,District,mumbai,889541
maharashtra,2019,3,District,aurangabad,841802
maharashtra,2019,3,District,ahmednagar,705492
maharashtra,2019,3,District,palghar,691229
maharashtra,2019,3,District,raigad,679155
maharashtra,2019,4,District,pune,4416899
maharashtra,2019,4,District,thane,2638051
maharashtra,2019,4,District,mumbai suburban,2630360
maharashtra,2019,4,District,nashik,1304611
maharashtra,2019,4,District,nagpur,1134480
maharashtra,2019,4,District,mumbai,973018
maharashtra,2019,4,District,aurangabad,947081
maharashtra,2019,4,District,ahmednagar,805271
maharashtra,2019,4,District,palghar,767925
maharashtra,2019,4,District,raigad,754910
maharashtra,2020,1,District,pune,4802397
maharashtra,2020,1,District,thane,2878073
maharashtra,2020,1,District,mumbai suburban,2843378
maharashtra,2020,1,District,nashik,1448324
maharashtra,2020,1,District,nagpur,1251510
maharashtra,2020,1,District,mumbai,1054509
maharashtra,2020,1,District,aurangabad,1046306
maharashtra,2020,1,District,ahmednagar,905962
maharashtra,2020,1,District,palghar,848560
maharashtra,2020,1,District,raigad,830643
maharashtra,2020,2,District,pune,5144688
maharashtra,2020,2,District,thane,3135101
maharashtra,2020,2,District,mumbai suburban,3060916
maharashtra,2020,2,District,nashik,1602650
maharashtra,2020,2,District,nagpur,1377642
maharashtra,2020,2,District,aurangabad,1142730
maharashtra,2020,2,District,mumbai,1141566
maharashtra,2020,2,District,ahmednagar,1014520
maharashtra,2020,2,District,palghar,947121
maharashtra,2020,2,District,solapur,918756
maharashtra,2020,3,District,pune,5546002
maharashtra,2020,3,District,thane,3401853
maharashtra,2020,3,District,mumbai suburban,3304696
maharashtra,2020,3,District,nashik,1752191
maharashtra,2020,3,District,nagpur,1502777
maharashtra,2020,3,District,aurangabad,1244879
maharashtra,2020,3,District,mumbai,1234355
maharashtra,2020,3,District,ahmednagar,1123648
maharashtra,2020,3,District,palghar,1034468
maharashtra,2020,3,District,solapur,1012518
maharashtra,2020,4,District,pune,6033615
maharashtra,2020,4,District,thane,3727358
maharashtra,2020,4,District,mumbai suburban,3609970
maharashtra,2020,4,District,nashik,1907318
maharashtra,2020,4,District,nagpur,1637270
maharashtra,2020,4,District,aurangabad,1355656
maharashtra,2020,4,District,mumbai,1347356
maharashtra,2020,4,District,ahmednagar,1237321
maharashtra,2020,4,District,palghar,1136061
maharashtra,2020,4,District,solapur,1113260
maharashtra,2021,1,District,pune,6481971
maharashtra,2021,1,District,thane,4014464
maharashtra,2021,1,District,mumbai suburban,3886500
maharashtra,2021,1,District,nashik,2049293
maharashtra,2021,1,District,nagpur,1761562
maharashtra,2021,1,District,aurangabad,1456891
maharashtra,2021,1,District,mumbai,1450548
maharashtra,2021,1,District,ahmednagar,1333477
maharashtra,2021,1,District,palghar,1225423
maharashtra,2021,1,District,solapur,1199130
maharashtra,2021,2,District,pune,6915820
maharashtra,2021,2,District,thane,4290066
maharashtra,2021,2,District,mumbai suburban,4151227
maharashtra,2021,2,District,nashik,2191882
maharashtra,2021,2,District,nagpur,1883447
maharashtra,2021,2,District,aurangabad,1557693
maharashtra,2021,2,District,mumbai,1549784
maharashtra,2021,2,District,ahmednagar,1429562
maharashtra,2021,2,District,palghar,1312388
maharashtra,2021,2,District,solapur,1283601
maharashtra,2021,3,District,pune,7398336
maharashtra,2021,3,District,thane,4597394
maharashtra,2021,3,District,mumbai suburban,4444495
maharashtra,2021,3,District,nashik,2352259
maharashtra,2021,3,District,nagpur,2020264
maharashtra,2021,3,District,aurangabad,1671665
maharashtra,2021,3,District,mumbai,1659663
maharashtra,2021,3,District,ahmednagar,1539300
maharashtra,2021,3,District,palghar,1410321
maharashtra,2021,3,District,solapur,1380100
maharashtra,2021,4,District,pune,7880431
maharashtra,2021,4,District,thane,4906492
maharashtra,2021,4,District,mumbai suburban,4740546
maharashtra,2021,4,District,nashik,2510393
maharashtra,2021,4,District,nagpur,2157149
maharashtra,2021,4,District,aurangabad,1786190
maharashtra,2021,4,District,mumbai,1770325
maharashtra,2021,4,District,ahmednagar,1646991
maharashtra,2021,4,District,palghar,1508500
maharashtra,2021,4,District,solapur,1475291
maharashtra,2022,1,District,pune,8331582
maharashtra,2022,1,District,thane,5196050
maharashtra,2022,1,District,mumbai suburban,5017556
maharashtra,2022,1,District,nashik,2661739
maharashtra,2022,1,District,nagpur,2286011
maharashtra,2022,1,District,aurangabad,1894797
maharashtra,2022,1,District,mumbai,1873643
maharashtra,2022,1,District,ahmednagar,1749682
maharashtra,2022,1,District,palghar,1601518
maharashtra,2022,1,District,solapur,1565902
maharashtra,2022,2,District,pune,8757249
maharashtra,2022,2,District,thane,5471749
maharashtra,2022,2,District,mumbai suburban,5281053
maharashtra,2022,2,District,nashik,2803471
maharashtra,2022,2,District,nagpur,2407812
maharashtra,2022,2,District,aurangabad,1996927
maharashtra,2022,2,District,mumbai,1972178
maharashtra,2022,2,District,ahmednagar,1844168
maharashtra,2022,2,District,palghar,1689875
maharashtra,2022,2,District,solapur,1649511
maharashtra,2022,3,District,pune,9194074
maharashtra,2022,3,District,thane,5757165
maharashtra,2022,3,District,mumbai suburban,5555095
maharashtra,2022,3,District,nashik,2948824
maharashtra,2022,3,District,nagpur,2532986
maharashtra,2022,3,District,aurangabad,2101234
maharashtra,2022,3,District,mumbai,2074701
maharashtra,2022,3,District,ahmednagar,1940071
maharashtra,2022,3,District,palghar,1781265
maharashtra,2022,3,District,solapur,1733556
maharashtra,2022,4,District,pune,9622338
maharashtra,2022,4,District,thane,6042267
maharashtra,2022,4,District,mumbai suburban,5831539
maharashtra,2022,4,District,nashik,3086721
maharashtra,2022,4,District,nagpur,2655029
maharashtra,2022,4,District,aurangabad,2201353
maharashtra,2022,4,District,mumbai,2178155
maharashtra,2022,4,District,ahmednagar,2027819
maharashtra,2022,4,District,palghar,1870957
maharashtra,2022,4,District,solapur,1811044
maharashtra,2023,1,District,pune,10037022
maharashtra,2023,1,District,thane,6314618
maharashtra,2023,1,District,mumbai suburban,6095695
maharashtra,2023,1,District,nashik,3223873
maharashtra,2023,1,District,nagpur,2775157
maharashtra,2023,1,District,aurangabad,2300283
maharashtra,2023,1,District,mumbai,2276888
maharashtra,2023,1,District,ahmednagar,2119506
maharashtra,2023,1,District,palghar,1957628
maharashtra,2023,1,District,solapur,1892509
maharashtra,2023,2,District,pune,10396344
maharashtra,2023,2,District,thane,6552282
maharashtra,2023,2,District,mumbai suburban,6322778
maharashtra,2023,2,District,nashik,3350410
maharashtra,2023,2,District,nagpur,2882255
maharashtra,2023,2,District,aurangabad,2390854
maharashtra,2023,2,District,mumbai,2361852
maharashtra,2023,2,District,ahmednagar,2208055
maharashtra,2023,2,District,palghar,2037722
maharashtra,2023,2,District,solapur,1970077
maharashtra,2023,3,District,pune,10780092
maharashtra,2023,3,District,thane,6802106
maharashtra,2023,3,District,mumbai suburban,6560867
maharashtra,2023,3,District,nashik,3481028
maharashtra,2023,3,District,nagpur,2995471
maharashtra,2023,3,District,aurangabad,2485041
maharashtra,2023,3,District,mumbai,2450770
maharashtra,2023,3,District,ahmednagar,2297997
maharashtra,2023,3,District,palghar,2118552
maharashtra,2023,3,District,solapur,2050042
maharashtra,2023,4,District,pune,11135186
maharashtra,2023,4,District,thane,7044610
maharashtra,2023,4,District,mumbai suburban,6796218
maharashtra,2023,4,District,nashik,3606029
maharashtra,2023,4,District,nagpur,3102070
maharashtra,2023,4,District,aurangabad,2575931
maharashtra,2023,4,District,mumbai,2537871
maharashtra,2023,4,District,ahmednagar,2381246
maharashtra,2023,4,District,palghar,2198589
maharashtra,2023,4,District,solapur,2124162
maharashtra,2024,1,District,pune,11546171
maharashtra,2024,1,District,thane,7314981
maharashtra,2024,1,District,mumbai suburban,7055629
maharashtra,2024,1,District,nashik,3747440
maharashtra,2024,1,District,nagpur,3225345
maharashtra,2024,1,District,aurangabad,2679421
maharashtra,2024,1,District,mumbai,2634732
maharashtra,2024,1,District,ahmednagar,2477859
maharashtra,2024,1,District,palghar,2286819
maharashtra,2024,1,District,solapur,2209975
maharashtra,2024,2,District,pune,11964579
maharashtra,2024,2,District,thane,7591749
maharashtra,2024,2,District,mumbai suburban,7325715
maharashtra,2024,2,District,nashik,3889850
maharashtra,2024,2,District,nagpur,3346275
maharashtra,2024,2,District,aurangabad,2783002
maharashtra,2024,2,District,mumbai,2734724
maharashtra,2024,2,District,ahmednagar,2571674
maharashtra,2024,2,District,palghar,2375656
maharashtra,2024,2,District,solapur,2293916
maharashtra,2024,3,District,pune,12392676
maharashtra,2024,3,District,thane,7103828
maharashtra,2024,3,District,mumbai suburban,6688601
maharashtra,2024,3,District,nashik,3867938
maharashtra,2024,3,District,nagpur,3331958
maharashtra,2024,3,District,chhatrapati sambhaji nagar,2709328
maharashtra,2024,3,District,mumbai,2496314
maharashtra,2024,3,District,ahmednagar,2494005
maharashtra,2024,3,District,palghar,2277990
maharashtra,2024,3,District,solapur,2194106
maharashtra,2024,4,District,pune,12734314
maharashtra,2024,4,District,thane,7300941
maharashtra,2024,4,District,mumbai suburban,6875379
maharashtra,2024,4,District,nashik,3991070
maharashtra,2024,4,District,nagpur,3435039
maharashtra,2024,4,District,chhatrapati sambhaji nagar,2797934
maharashtra,2024,4,District,ahmednagar,2578315
maharashtra,2024,4,District,mumbai,2564652
maharashtra,2024,4,District,palghar,2341896
maharashtra,2024,4,District,solapur,2271533
manipur,2018,1,District,imphal west,11304
manipur,2018,1,District,imphal east,6759
manipur,2018,1,District,thoubal,2764
manipur,2018,1,District,bishnupur,2371
manipur,2018,1,District,churachandpur,1524
manipur,2018,1,District,kangpokpi,1439
manipur,2018,1,District,kakching,915
manipur,2018,1,District,ukhrul,602
manipur,2018,1,District,tamenglong,550
manipur,2018,1,District,jiribam,460
manipur,2018,2,District,imphal west,16541
manipur,2018,2,District,imphal east,10390
manipur,2018,2,District,thoubal,4771
manipur,2018,2,District,bishnupur,3751
manipur,2018,2,District,churachandpur,2362
manipur,2018,2,District,kangpokpi,2183
manipur,2018,2,District,kakching,1571
manipur,2018,2,District,ukhrul,905
manipur,2018,2,District,tamenglong,824
manipur,2018,2,District,jiribam,732
manipur,2018,3,District,imphal west,21696
manipur,2018,3,District,imphal east,13541
manipur,2018,3,District,thoubal,6112
manipur,2018,3,District,bishnupur,5106
manipur,2018,3,District,churachandpur,3420
manipur,2018,3,District,kangpokpi,3073
manipur,2018,3,District,kakching,2326
manipur,2018,3,District,ukhrul,1346
manipur,2018,3,District,tamenglong,1268
manipur,2018,3,District,jiribam,1086
manipur,2018,4,District,imphal west,28383
manipur,2018,4,District,imphal east,17777
manipur,2018,4,District,thoubal,8027
manipur,2018,4,District,bishnupur,7049
manipur,2018,4,District,churachandpur,4951
manipur,2018,4,District,kangpokpi,4249
manipur,2018,4,District,kakching,3153
manipur,2018,4,District,ukhrul,1842
manipur,2018,4,District,tamenglong,1712
manipur,2018,4,District,jiribam,1393
manipur,2019,1,District,imphal west,33668
manipur,2019,1,District,imphal east,21136
manipur,2019,1,District,thoubal,9529
manipur,2019,1,District,bishnupur,8537
manipur,2019,1,District,churachandpur,6138
manipur,2019,1,District,kangpokpi,5212
manipur,2019,1,District,kakching,3850
manipur,2019,1,District,ukhrul,2368
manipur,2019,1,District,tamenglong,2148
manipur,2019,1,District,jiribam,1759
manipur,2019,2,District,imphal west,39303
manipur,2019,2,District,imphal east,24652
manipur,2019,2,District,thoubal,10915
manipur,2019,2,District,bishnupur,10014
manipur,2019,2,District,churachandpur,7662
manipur,2019,2,District,kangpokpi,6407
manipur,2019,2,District,kakching,4599
manipur,2019,2,District,ukhrul,2981
manipur,2019,2,District,tamenglong,2628
manipur,2019,2,District,chandel,2175
manipur,2019,3,District,imphal west,45268
manipur,2019,3,District,imphal east,28331
manipur,2019,3,District,thoubal,12427
manipur,2019,3,District,bishnupur,11647
manipur,2019,3,District,churachandpur,9071
manipur,2019,3,District,kangpokpi,7621
manipur,2019,3,District,kakching,5355
manipur,2019,3,District,ukhrul,3488
manipur,2019,3,District,tamenglong,3085
manipur,2019,3,District,chandel,2581
manipur,2019,4,District,imphal west,51063
manipur,2019,4,District,imphal east,31935
manipur,2019,4,District,thoubal,14194
manipur,2019,4,District,bishnupur,13387
manipur,2019,4,District,churachandpur,10431
manipur,2019,4,District,kangpokpi,8850
manipur,2019,4,District,kakching,6126
manipur,2019,4,District,ukhrul,4091
manipur,2019,4,District,tamenglong,3651
manipur,2019,4,District,chandel,3029
manipur,2020,1,District,imphal west,57485
manipur,2020,1,District,imphal east,36105
manipur,2020,1,District,thoubal,16244
manipur,2020,1,District,bishnupur,15333
manipur,2020,1,District,churachandpur,12420
manipur,2020,1,District,kangpokpi,10241
manipur,2020,1,District,kakching,7075
manipur,2020,1,District,ukhrul,4892
manipur,2020,1,District,tamenglong,4169
manipur,2020,1,District,chandel,3471
manipur,2020,2,District,imphal west,67897
manipur,2020,2,District,imphal east,43144
manipur,2020,2,District,thoubal,20186
manipur,2020,2,District,bishnupur,19027
manipur,2020,2,District,churachandpur,15469
manipur,2020,2,District,kangpokpi,12965
manipur,2020,2,District,kakching,9028
manipur,2020,2,District,ukhrul,6223
manipur,2020,2,District,tamenglong,5158
manipur,2020,2,District,chandel,4278
manipur,2020,3,District,imphal west,79723
manipur,2020,3,District,imphal east,51383
manipur,2020,3,District,thoubal,24183
manipur,2020,3,District,bishnupur,22965
manipur,2020,3,District,churachandpur,19501
manipur,2020,3,District,kangpokpi,15966
manipur,2020,3,District,kakching,10752
manipur,2020,3,District,ukhrul,7657
manipur,2020,3,District,tamenglong,6475
manipur,2020,3,District,chandel,5252
manipur,2020,4,District,imphal west,88777
manipur,2020,4,District,imphal east,57282
manipur,2020,4,District,thoubal,26858
manipur,2020,4,District,bishnupur,25629
manipur,2020,4,District,churachandpur,21960
manipur,2020,4,District,kangpokpi,17814
manipur,2020,4,District,kakching,11913
manipur,2020,4,District,ukhrul,8651
manipur,2020,4,District,tamenglong,7322
manipur,2020,4,District,chandel,5987
manipur,2021,1,District,imphal west,96101
manipur,2021,1,District,imphal east,62004
manipur,2021,1,District,thoubal,29072
manipur,2021,1,District,bishnupur,27615
manipur,2021,1,District,churachandpur,23827
manipur,2021,1,District,kangpokpi,19239
manipur,2021,1,District,kakching,12888
manipur,2021,1,District,ukhrul,9372
manipur,2021,1,District,tamenglong,7960
manipur,2021,1,District,chandel,6467
manipur,2021,2,District,imphal west,102833
manipur,2021,2,District,imphal east,66388
manipur,2021,2,District,thoubal,31139
manipur,2021,2,District,bishnupur,29671
manipur,2021,2,District,churachandpur,25573
manipur,2021,2,District,kangpokpi,20703
manipur,2021,2,District,kakching,13816
manipur,2021,2,District,ukhrul,10142
manipur,2021,2,District,tamenglong,8580
manipur,2021,2,District,chandel,6980
manipur,2021,3,District,imphal west,110506
manipur,2021,3,District,imphal east,71436
manipur,2021,3,District,thoubal,33478
manipur,2021,3,District,bishnupur,31996
manipur,2021,3,District,churachandpur,27600
manipur,2021,3,District,kangpokpi,22416
manipur,2021,3,District,kakching,14924
manipur,2021,3,District,ukhrul,11045
manipur,2021,3,District,tamenglong,9326
manipur,2021,3,District,chandel,7597
manipur,2021,4,District,imphal west,118056
manipur,2021,4,District,imphal east,76421
manipur,2021,4,District,thoubal,35832
manipur,2021,4,District,bishnupur,34316
manipur,2021,4,District,churachandpur,29651
manipur,2021,4,District,kangpokpi,24082
manipur,2021,4,District,kakching,15985
manipur,2021,4,District,ukhrul,11949
manipur,2021,4,District,tamenglong,10063
manipur,2021,4,District,chandel,8184
manipur,2022,1,District,imphal west,125131
manipur,2022,1,District,imphal east,81134
manipur,2022,1,District,thoubal,38088
manipur,2022,1,District,bishnupur,36514
manipur,2022,1,District,churachandpur,31533
manipur,2022,1,District,kangpokpi,25589
manipur,2022,1,District,kakching,17014
manipur,2022,1,District,ukhrul,12728
manipur,2022,1,District,tamenglong,10719
manipur,2022,1,District,chandel,8724
manipur,2022,2,District,imphal west,131901
manipur,2022,2,District,imphal east,85559
manipur,2022,2,District,thoubal,40196
manipur,2022,2,District,bishnupur,38512
manipur,2022,2,District,churachandpur,33293
manipur,2022,2,District,kangpokpi,27002
manipur,2022,2,District,kakching,18011
manipur,2022,2,District,ukhrul,13435
manipur,2022,2,District,tamenglong,11310
manipur,2022,2,District,chandel,9201
manipur,2022,3,District,imphal west,138892
manipur,2022,3,District,imphal east,90100
manipur,2022,3,District,thoubal,42321
manipur,2022,3,District,bishnupur,40486
manipur,2022,3,District,churachandpur,35081
manipur,2022,3,District,kangpokpi,28377
manipur,2022,3,District,kakching,18979
manipur,2022,3,District,ukhrul,14002
manipur,2022,3,District,tamenglong,11830
manipur,2022,3,District,chandel,9647
manipur,2022,4,District,imphal west,145422
manipur,2022,4,District,imphal east,94344
manipur,2022,4,District,thoubal,44264
